restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,norm_rating,norm_price,norm_delivery_time,Score
Fat Chinese Chef,3.5,600,43,0,0,0,0,0,0,NCR,0.43999999999999995,0.2531645569620252,0.7989130434782609,0.5103068244358833
Fat Choy,4.1,300,50,0,0,0,0,0,0,Mumbai,0.6799999999999997,0.6329113924050633,0.7608695652173914,0.6948431480462299
Fat Kong,4.1,300,46,0,0,0,0,0,0,Mumbai,0.6799999999999997,0.6329113924050633,0.782608695652174,0.7013648871766647
Fat Lulu's Cafe & Bar,4.4,200,40,0,0,0,0,0,0,NCR,0.8,0.759493670886076,0.8152173913043479,0.7964639515685196
Fat Mamma's,4.0,150,46,0,0,1,0,0,0,Kolkata,0.6399999999999999,0.8227848101265822,0.782608695652174,0.7193395707209685
Fat Monk Chinese,4.1,200,25,0,0,0,0,0,0,Mumbai,0.6799999999999997,0.759493670886076,0.8967391304347826,0.7609204733076499
Fat Tiger,3.2,200,37,0,1,0,0,0,0,Agra,0.32000000000000006,0.759493670886076,0.8315217391304348,0.5613552559163457
Fat Tiger,3.6,250,27,0,0,1,0,0,0,Lucknow,0.48,0.6962025316455696,0.8858695652173914,0.6450013758943313
Fat Tiger,3.8,100,45,0,0,1,0,0,0,Ahmedabad,0.5599999999999998,0.8860759493670886,0.7880434782608696,0.6936282333516786
Fat Tiger,3.9,150,23,0,0,1,0,0,0,Gorakhpur,0.5999999999999999,0.8227848101265822,0.907608695652174,0.7368395707209685
Fat Tiger,3.9,150,25,0,0,1,0,0,0,Jaipur,0.5999999999999999,0.8227848101265822,0.8967391304347826,0.7335787011557511
Fat Tiger,3.9,150,30,0,0,1,0,0,0,Jabalpur,0.5999999999999999,0.8227848101265822,0.8695652173913043,0.7254265272427076
Fat Tiger,4.0,150,33,0,0,0,0,0,0,Jodhpur,0.6399999999999999,0.8227848101265822,0.8532608695652174,0.7405352228948816
Fat Tiger,4.0,200,48,0,1,1,0,0,0,Dehradun,0.6399999999999999,0.759493670886076,0.7717391304347826,0.70342047330765
Fat Tiger,4.0,250,54,0,0,1,0,0,0,Kolkata,0.6399999999999999,0.6962025316455696,0.7391304347826086,0.6809796367638964
Fat Tiger,4.1,200,36,0,0,1,0,0,0,Patna,0.6799999999999997,0.759493670886076,0.8369565217391305,0.7429856906989541
Fat Tiger,4.2,100,38,0,0,1,0,0,0,Guwahati,0.72,0.8860759493670886,0.8260869565217391,0.7850412768299395
Fateh Food Point,3.5,100,44,0,1,0,1,0,0,Meerut,0.43999999999999995,0.8860759493670886,0.7934782608695652,0.6352586681342873
Fateraj Tea And Nasta House,4.2,100,18,0,0,0,1,0,0,Vadodara,0.72,0.8860759493670886,0.9347826086956522,0.8176499724821134
Fathima's Pit Stop,3.8,100,20,1,1,1,0,1,0,Tirunelveli,0.5599999999999998,0.8860759493670886,0.9239130434782609,0.7343891029168959
Fatima's Kitchen,3.8,250,43,0,0,1,0,0,0,Kolkata,0.5599999999999998,0.6962025316455696,0.7989130434782609,0.6589144193725921
Fatman's Fried Chicken,3.1,550,45,0,0,1,0,0,0,Coimbatore,0.28,0.31645569620253156,0.7880434782608696,0.4397041827187672
Fatman's Shawarma,2.9,150,52,0,0,1,0,0,0,Coimbatore,0.19999999999999996,0.8227848101265822,0.75,0.4895569620253164
Fatso,4.1,150,26,0,1,0,0,1,0,Guwahati,0.6799999999999997,0.8227848101265822,0.8913043478260869,0.7719482663731423
Fauji Bhojanalaya & Sweets,3.7,100,35,0,1,1,0,0,0,Allahabad,0.52,0.8860759493670886,0.8423913043478262,0.6899325811777657
Fauji Dhaba - Hygiene & Trusted 24X7,3.2,200,43,0,1,0,0,1,0,Lucknow,0.32000000000000006,0.759493670886076,0.7989130434782609,0.5515726472206934
Fauji Fast Food,3.9,100,22,0,0,1,1,0,0,Jalandhar,0.5999999999999999,0.8860759493670886,0.9130434782608696,0.7511282333516787
Favourite Pizza And Grill,4.2,200,35,0,0,1,0,0,0,Surat,0.72,0.759493670886076,0.8423913043478262,0.764616125481563
Favourite Shawarma,3.4,150,51,0,0,1,0,0,0,Hyderabad,0.3999999999999999,0.8227848101265822,0.7554347826086957,0.5911873968079251
Fayaz Biryani House,3.8,200,27,0,1,0,0,1,0,Vijayawada,0.5599999999999998,0.759493670886076,0.8858695652173914,0.6976596037424325
FB Cakes,3.9,100,50,0,0,0,0,0,1,Bangalore,0.5999999999999999,0.8860759493670886,0.7608695652173914,0.7054760594386351
FB Cakes,4.0,100,25,0,0,0,0,0,1,Coimbatore,0.6399999999999999,0.8860759493670886,0.8967391304347826,0.7662369290038524
FB Cakes,4.1,150,35,0,0,0,0,0,1,Chennai,0.6799999999999997,0.8227848101265822,0.8423913043478262,0.7572743533296642
FB Cakes,4.2,200,27,0,0,0,0,0,1,Madurai,0.72,0.759493670886076,0.8858695652173914,0.7776596037424326
FB Cakes,4.3,150,27,0,0,0,0,0,1,Madurai,0.7599999999999998,0.8227848101265822,0.8858695652173914,0.8103178315905337
FB Cakes,4.3,200,35,0,0,0,0,0,1,Hyderabad,0.7599999999999998,0.759493670886076,0.8423913043478262,0.784616125481563
FBI - Food Bank Of India Resto Cafe,3.9,200,31,0,1,1,0,0,0,Belgaum,0.5999999999999999,0.759493670886076,0.8641304347826086,0.7111378646119978
FCH - Fried Chicken Hub,4.1,200,51,0,0,1,0,0,0,Hyderabad,0.6799999999999997,0.759493670886076,0.7554347826086957,0.7185291689598238
FCR Food Stop,4.0,200,36,0,1,1,0,1,0,Ranchi,0.6399999999999999,0.759493670886076,0.8369565217391305,0.7229856906989544
Fearless Foodie's,3.6,150,33,0,0,1,1,0,0,Bareilly,0.48,0.8227848101265822,0.8532608695652174,0.6605352228948816
Feast,3.4,250,29,1,1,0,0,0,0,Thrissur,0.3999999999999999,0.6962025316455696,0.875,0.6017405063291139
Feast at East,4.3,200,30,0,1,0,1,0,0,Mumbai,0.7599999999999998,0.759493670886076,0.8695652173913043,0.7927682993946065
Feast Basket,3.5,100,26,1,0,1,0,0,0,Ajmer,0.43999999999999995,0.8860759493670886,0.8913043478260869,0.6646064942212437
Feast Cafe & Lounge,3.7,150,45,0,1,1,0,1,0,Dehradun,0.52,0.8227848101265822,0.7880434782608696,0.6609700055035773
Feast Chicken,4.0,250,41,0,1,1,0,0,0,Chandigarh,0.6399999999999999,0.6962025316455696,0.8097826086956522,0.7021752889378096
Feast House,3.9,100,36,0,1,1,1,0,0,Ajmer,0.5999999999999999,0.8860759493670886,0.8369565217391305,0.7283021463951569
Feast Of Heaven,3.9,250,30,0,1,1,1,0,0,Meerut,0.5999999999999999,0.6962025316455696,0.8695652173913043,0.7001100715465051
Feed Bag,4.2,150,40,0,1,1,0,0,0,Cuttack,0.72,0.8227848101265822,0.8152173913043479,0.7691221794166208
Feed Me Cafe,3.9,150,24,0,1,0,1,1,0,Guwahati,0.5999999999999999,0.8227848101265822,0.9021739130434783,0.7352091359383599
Feeder-Liptop Club,4.0,150,21,0,0,1,0,0,0,Moradabad,0.6399999999999999,0.8227848101265822,0.9184782608695652,0.760100440286186
Feel Hungry,3.6,100,48,0,1,1,0,0,0,Guwahati,0.48,0.8860759493670886,0.7717391304347826,0.6487369290038525
Feel Hungry,4.1,100,51,0,0,1,1,0,0,Bareilly,0.6799999999999997,0.8860759493670886,0.7554347826086957,0.7438456246560263
Feel In Saudi,3.4,150,33,0,1,0,0,0,0,Hyderabad,0.3999999999999999,0.8227848101265822,0.8532608695652174,0.6205352228948816
Feel In Saudia Shawarma,4.2,100,26,0,0,0,0,0,0,Hyderabad,0.72,0.8860759493670886,0.8913043478260869,0.8046064942212439
Feel The Meal,3.6,50,42,0,1,0,0,0,0,Bhopal,0.48,0.9493670886075949,0.8043478260869565,0.6711777655476059
Feel Well,4.3,200,34,0,0,0,0,0,0,Coimbatore,0.7599999999999998,0.759493670886076,0.8478260869565217,0.7862465602641716
Feeling Hungry,4.1,250,42,0,1,0,0,1,0,Chandigarh,0.6799999999999997,0.6962025316455696,0.8043478260869565,0.7205448541552008
Feelings Cake & Chocolates,3.9,250,25,0,0,0,0,0,1,Nashik,0.5999999999999999,0.6962025316455696,0.8967391304347826,0.7082622454595485
Felfelah,4.1,100,55,0,0,1,0,0,0,Hyderabad,0.6799999999999997,0.8860759493670886,0.7336956521739131,0.7373238855255915
Feranoz,4.4,200,51,0,0,1,0,0,1,Hyderabad,0.8,0.759493670886076,0.7554347826086957,0.7785291689598239
Ferns N Petals Cakes,3.3,300,26,0,0,0,0,0,1,Surat,0.3599999999999999,0.6329113924050633,0.8913043478260869,0.5739735828288386
Ferrara Pizzeria,3.7,150,44,0,0,1,0,0,0,Chennai,0.52,0.8227848101265822,0.7934782608695652,0.662600440286186
FFC - Funchick Fried Chicken,3.2,250,32,0,1,1,0,0,0,Mangalore,0.32000000000000006,0.6962025316455696,0.8586956521739131,0.5568492019812878
FFC Fried Chicken,4.0,200,26,0,0,1,0,0,0,Thrissur,0.6399999999999999,0.759493670886076,0.8913043478260869,0.7392900385250413
FFC Restaurant,3.9,100,56,0,0,1,0,0,0,NCR,0.5999999999999999,0.8860759493670886,0.7282608695652173,0.6956934507429828
FFC Shawarma,3.9,150,30,0,0,0,0,0,0,Manipal,0.5999999999999999,0.8227848101265822,0.8695652173913043,0.7254265272427076
Fidka,4.1,250,42,0,1,1,0,0,0,Varanasi,0.6799999999999997,0.6962025316455696,0.8043478260869565,0.7205448541552008
Fiery Grills,3.6,250,37,0,0,1,0,0,0,Chandigarh,0.48,0.6962025316455696,0.8315217391304348,0.6286970280682443
Fiery Pizza,3.7,350,30,0,0,1,0,0,0,Bhubaneswar,0.52,0.5696202531645569,0.8695652173913043,0.6347936158503027
Fiesta Bar & Restaurant,4.3,300,50,0,1,0,0,1,0,Kolkata,0.7599999999999998,0.6329113924050633,0.7608695652173914,0.73484314804623
Fiesta Juice & Snacks Junction,4.2,300,30,0,0,1,1,0,0,Mysore,0.72,0.6329113924050633,0.8695652173913043,0.7474518436984039
Fiesta Restaurant,3.2,50,33,0,1,1,1,0,0,Meerut,0.32000000000000006,0.9493670886075949,0.8532608695652174,0.6058516785910842
Fifth Avenue Bakery & Cafe,4.3,100,30,0,0,0,0,0,1,Patna,0.7599999999999998,0.8860759493670886,0.8695652173913043,0.818084755090809
Filfora,4.0,200,36,0,1,1,0,0,0,Bhopal,0.6399999999999999,0.759493670886076,0.8369565217391305,0.7229856906989544
Fill In Fast Food And Chinese,4.2,50,24,0,0,1,0,0,0,Rajkot,0.72,0.9493670886075949,0.9021739130434783,0.8205255916345625
Fillberto,4.1,150,43,0,1,1,0,1,0,Dehradun,0.6799999999999997,0.8227848101265822,0.7989130434782609,0.7442308750687945
Filli Bites,4.1,200,45,0,0,1,0,0,0,Pune,0.6799999999999997,0.759493670886076,0.7880434782608696,0.728311777655476
Fillico Grills,3.3,150,23,0,0,1,0,0,0,Thrissur,0.3599999999999999,0.8227848101265822,0.907608695652174,0.6168395707209686
Finaka Kitchen,4.1,200,37,0,1,0,0,0,0,Dehradun,0.6799999999999997,0.759493670886076,0.8315217391304348,0.7413552559163455
Finch Brew Cafe,3.0,150,30,0,1,1,0,0,0,Jalandhar,0.24,0.8227848101265822,0.8695652173913043,0.5454265272427077
Finch Cafe,4.1,250,23,0,0,0,0,0,0,Aligarh,0.6799999999999997,0.6962025316455696,0.907608695652174,0.751523115024766
Fine Einstein Pizzeria,4.3,300,37,0,0,1,0,0,0,Pune,0.7599999999999998,0.6329113924050633,0.8315217391304348,0.756038800220143
Fine Foods,3.3,150,39,1,1,1,1,0,0,Jabalpur,0.3599999999999999,0.8227848101265822,0.8206521739130435,0.5907526141992294
Finger Licks,3.7,200,39,0,0,1,0,0,0,Jalandhar,0.52,0.759493670886076,0.8206521739130435,0.6580943863511283
Finora Cafe,3.6,250,19,0,0,0,1,0,0,Aligarh,0.48,0.6962025316455696,0.9293478260869565,0.6580448541552008
Firangi Bake,3.4,300,23,0,0,0,0,0,0,Amritsar,0.3999999999999999,0.6329113924050633,0.907608695652174,0.5988648871766649
Firangi Bake,3.6,150,33,0,0,0,0,0,0,Mangalore,0.48,0.8227848101265822,0.8532608695652174,0.6605352228948816
Firangi Bake,3.6,200,34,0,0,0,0,0,0,Mumbai,0.48,0.759493670886076,0.8478260869565217,0.6462465602641717
Firangi Bake,3.6,600,27,0,0,0,0,0,0,Jalandhar,0.48,0.2531645569620252,0.8858695652173914,0.5563937809576224
Firangi Bake,3.7,50,32,0,0,0,0,0,0,Thrissur,0.52,0.9493670886075949,0.8586956521739131,0.7074821133736929
Firangi Bake,3.7,100,26,0,0,0,0,0,0,Pune,0.52,0.8860759493670886,0.8913043478260869,0.7046064942212438
Firangi Bake,3.7,100,26,0,0,0,0,0,0,Salem,0.52,0.8860759493670886,0.8913043478260869,0.7046064942212438
Firangi Bake,3.7,100,33,0,0,0,0,0,0,Bangalore,0.52,0.8860759493670886,0.8532608695652174,0.6931934507429829
Firangi Bake,3.7,150,36,0,0,0,0,0,0,Nellore,0.52,0.8227848101265822,0.8369565217391305,0.6756439185470555
Firangi Bake,3.7,200,13,0,0,0,0,0,0,Aligarh,0.52,0.759493670886076,0.9619565217391305,0.7004856906989544
Firangi Bake,3.8,100,32,0,0,0,0,0,0,Ahmedabad,0.5599999999999998,0.8860759493670886,0.8586956521739131,0.7148238855255915
Firangi Bake,3.8,100,40,0,0,0,0,0,0,Surat,0.5599999999999998,0.8860759493670886,0.8152173913043479,0.701780407264722
Firangi Bake,3.8,100,41,0,0,0,0,0,0,Indore,0.5599999999999998,0.8860759493670886,0.8097826086956522,0.7001499724821134
Firangi Bake,3.8,150,32,0,0,0,0,0,0,Trivandrum,0.5599999999999998,0.8227848101265822,0.8586956521739131,0.7021656576774903
Firangi Bake,3.8,200,43,0,0,0,0,0,0,NCR,0.5599999999999998,0.759493670886076,0.7989130434782609,0.6715726472206934
Firangi Bake,3.9,100,29,0,0,0,0,0,0,Patiala,0.5999999999999999,0.8860759493670886,0.875,0.7397151898734178
Firangi Bake,3.9,100,30,0,0,0,0,0,0,Belgaum,0.5999999999999999,0.8860759493670886,0.8695652173913043,0.738084755090809
Firangi Bake,3.9,150,38,0,0,0,0,0,0,Jabalpur,0.5999999999999999,0.8227848101265822,0.8260869565217391,0.7123830489818381
Firangi Bake,3.9,250,34,0,0,0,0,0,0,Vadodara,0.5999999999999999,0.6962025316455696,0.8478260869565217,0.6935883324160703
Firangi Bake,4.0,100,35,0,0,0,0,0,0,Palakkad,0.6399999999999999,0.8860759493670886,0.8423913043478262,0.7499325811777655
Firangi Bake,4.0,100,35,0,0,0,0,0,0,Puducherry,0.6399999999999999,0.8860759493670886,0.8423913043478262,0.7499325811777655
Firangi Bake,4.0,100,37,0,0,0,0,0,0,Mysore,0.6399999999999999,0.8860759493670886,0.8315217391304348,0.7466717116125481
Firangi Bake,4.0,150,31,0,0,0,0,0,0,Nagpur,0.6399999999999999,0.8227848101265822,0.8641304347826086,0.743796092460099
Firangi Bake,4.0,150,35,0,0,0,0,0,0,Chandigarh,0.6399999999999999,0.8227848101265822,0.8423913043478262,0.7372743533296642
Firangi Bake,4.0,200,34,0,0,0,0,0,0,Jamshedpur,0.6399999999999999,0.759493670886076,0.8478260869565217,0.7262465602641717
Firangi Bake,4.0,200,40,0,0,0,0,0,0,Hyderabad,0.6399999999999999,0.759493670886076,0.8152173913043479,0.7164639515685195
Firangi Bake,4.0,200,42,0,0,0,0,0,0,Meerut,0.6399999999999999,0.759493670886076,0.8043478260869565,0.7132030820033021
Firangi Bake,4.0,250,48,0,0,0,0,0,0,Guwahati,0.6399999999999999,0.6962025316455696,0.7717391304347826,0.6907622454595487
Firangi Bake,4.1,50,40,0,0,0,0,0,0,Coimbatore,0.6799999999999997,0.9493670886075949,0.8152173913043479,0.7744386351128232
Firangi Bake,4.1,100,22,0,0,0,0,0,0,Bareilly,0.6799999999999997,0.8860759493670886,0.9130434782608696,0.7911282333516785
Firangi Bake,4.1,100,25,0,0,0,0,0,0,Nashik,0.6799999999999997,0.8860759493670886,0.8967391304347826,0.7862369290038524
Firangi Bake,4.1,100,40,0,0,0,0,0,0,Tirunelveli,0.6799999999999997,0.8860759493670886,0.8152173913043479,0.7617804072647218
Firangi Bake,4.1,150,32,0,0,0,0,0,0,Ludhiana,0.6799999999999997,0.8227848101265822,0.8586956521739131,0.7621656576774902
Firangi Bake,4.1,150,36,0,0,0,0,0,0,Madurai,0.6799999999999997,0.8227848101265822,0.8369565217391305,0.7556439185470554
Firangi Bake,4.1,150,44,0,0,0,0,0,0,Dehradun,0.6799999999999997,0.8227848101265822,0.7934782608695652,0.7426004402861859
Firangi Bake,4.1,200,21,0,0,0,0,0,0,Vijayawada,0.6799999999999997,0.759493670886076,0.9184782608695652,0.7674422124380846
Firangi Bake,4.1,200,36,0,0,0,0,0,0,Chennai,0.6799999999999997,0.759493670886076,0.8369565217391305,0.7429856906989541
Firangi Bake,4.1,200,42,0,0,0,0,0,0,Vellore,0.6799999999999997,0.759493670886076,0.8043478260869565,0.7332030820033021
Firangi Bake,4.1,250,32,0,0,0,0,0,0,Jodhpur,0.6799999999999997,0.6962025316455696,0.8586956521739131,0.7368492019812877
Firangi Bake,4.1,300,35,0,0,0,0,0,0,Udaipur,0.6799999999999997,0.6329113924050633,0.8423913043478262,0.7192996697853604
Firangi Bake,4.1,300,46,0,0,0,0,0,0,Agra,0.6799999999999997,0.6329113924050633,0.782608695652174,0.7013648871766647
Firangi Bake,4.1,350,35,0,0,0,0,0,0,Patna,0.6799999999999997,0.5696202531645569,0.8423913043478262,0.7066414419372591
Firangi Bake,4.1,450,29,0,0,0,0,0,0,Varanasi,0.6799999999999997,0.4430379746835442,0.875,0.6911075949367087
Firangi Bake,4.2,100,29,0,0,0,0,0,0,Kanpur,0.72,0.8860759493670886,0.875,0.7997151898734178
Firangi Bake,4.2,150,39,0,0,0,0,0,0,Jaipur,0.72,0.8227848101265822,0.8206521739130435,0.7707526141992295
Firangi Bake,4.2,200,23,0,0,0,0,0,0,Allahabad,0.72,0.759493670886076,0.907608695652174,0.7841813428728673
Firangi Bake,4.2,200,34,0,0,0,0,0,0,Bhopal,0.72,0.759493670886076,0.8478260869565217,0.7662465602641717
Firangi Bake,4.3,150,32,0,0,0,0,0,0,Kota,0.7599999999999998,0.8227848101265822,0.8586956521739131,0.8021656576774903
Firangi Bake,4.3,150,33,0,0,0,0,0,0,Raipur,0.7599999999999998,0.8227848101265822,0.8532608695652174,0.8005352228948815
Firangi Bake,4.3,300,27,0,0,0,0,0,0,Goa,0.7599999999999998,0.6329113924050633,0.8858695652173914,0.7723431480462299
Firangi Bake,4.4,100,26,0,0,0,0,0,0,Guntur,0.8,0.8860759493670886,0.8913043478260869,0.8446064942212439
Firangi Bake,4.4,150,45,0,0,0,0,0,0,Trichy,0.8,0.8227848101265822,0.7880434782608696,0.8009700055035773
Firangi Bake,4.4,200,39,0,0,0,0,0,0,Kolkata,0.8,0.759493670886076,0.8206521739130435,0.7980943863511283
Firangi Burgers,3.9,250,44,0,0,1,0,0,0,Mumbai,0.5999999999999999,0.6962025316455696,0.7934782608695652,0.6772839845899834
Firangi Burgers,4.1,100,37,0,0,1,0,0,0,Rajkot,0.6799999999999997,0.8860759493670886,0.8315217391304348,0.7666717116125481
Firangi Dhaba,3.6,200,32,0,1,0,0,0,0,Amritsar,0.48,0.759493670886076,0.8586956521739131,0.6495074298293891
Firangi Falooda,3.9,200,30,0,0,1,1,0,0,Nellore,0.5999999999999999,0.759493670886076,0.8695652173913043,0.7127682993946064
Firangi Family Restaurant,3.7,200,30,0,1,1,1,1,0,Nagpur,0.52,0.759493670886076,0.8695652173913043,0.6727682993946066
Firangi Frankie,4.4,100,32,0,0,0,1,0,0,Vadodara,0.8,0.8860759493670886,0.8586956521739131,0.8348238855255916
Firangi Kitchen,3.7,150,35,1,1,0,0,1,0,Patna,0.52,0.8227848101265822,0.8423913043478262,0.6772743533296643
Firangi Madras,4.0,100,50,1,0,1,0,0,0,Kolkata,0.6399999999999999,0.8860759493670886,0.7608695652173914,0.7254760594386351
Firangi Mithai,4.1,250,20,0,0,0,0,0,1,Bhubaneswar,0.6799999999999997,0.6962025316455696,0.9239130434782609,0.756414419372592
Firangi Momos,4.1,150,20,0,0,0,0,0,0,Nagpur,0.6799999999999997,0.8227848101265822,0.9239130434782609,0.7817308750687946
Firangi Pizza,4.3,150,36,0,0,1,0,0,0,Meerut,0.7599999999999998,0.8227848101265822,0.8369565217391305,0.7956439185470554
Firangi Tadka,3.8,200,21,0,1,1,1,0,0,Amravati,0.5599999999999998,0.759493670886076,0.9184782608695652,0.7074422124380847
Firangish 2.0,4.4,150,31,0,0,1,0,0,0,Nagpur,0.8,0.8227848101265822,0.8641304347826086,0.8237960924600991
Firangish Cafe & Courtyard,4.0,150,38,0,1,1,0,0,0,Nagpur,0.6399999999999999,0.8227848101265822,0.8260869565217391,0.7323830489818381
Firdous Restaurant Since 1979,4.3,150,17,0,1,0,0,1,0,Kota,0.7599999999999998,0.8227848101265822,0.9402173913043478,0.8266221794166206
Firdoz Dum Biriyani,4.1,100,25,0,0,0,1,1,0,Puducherry,0.6799999999999997,0.8860759493670886,0.8967391304347826,0.7862369290038524
Fire & Ice Mandi Restaurent,4.2,200,51,0,0,0,0,0,0,Hyderabad,0.72,0.759493670886076,0.7554347826086957,0.7385291689598239
Fire and Burger,3.6,100,36,0,0,0,0,0,0,Lucknow,0.48,0.8860759493670886,0.8369565217391305,0.6683021463951568
Fire and Burger,3.6,100,38,0,0,0,0,0,0,Lucknow,0.48,0.8860759493670886,0.8260869565217391,0.6650412768299394
Fire And Ice Family Restaurant,4.1,100,17,1,0,0,1,0,0,Ujjain,0.6799999999999997,0.8860759493670886,0.9402173913043478,0.7992804072647219
Fire House Pizza,3.8,200,38,0,0,1,0,0,0,Ludhiana,0.5599999999999998,0.759493670886076,0.8260869565217391,0.6797248211337369
Fire House Pizza,4.1,200,39,0,0,1,0,0,0,Allahabad,0.6799999999999997,0.759493670886076,0.8206521739130435,0.7380943863511281
Fire Kitchens,3.7,150,58,0,1,0,0,1,0,Hyderabad,0.52,0.8227848101265822,0.717391304347826,0.6397743533296643
Fire 'N' Grill,4.0,350,25,0,0,1,0,0,0,Chandigarh,0.6399999999999999,0.5696202531645569,0.8967391304347826,0.702945789763346
Fire On Wheels,4.0,300,46,0,1,1,0,0,0,Ahmedabad,0.6399999999999999,0.6329113924050633,0.782608695652174,0.6813648871766648
Fire Pizza,3.6,200,28,0,0,0,0,0,0,Bareilly,0.48,0.759493670886076,0.8804347826086957,0.6560291689598239
Fire Pizza,4.0,250,36,0,0,1,0,0,0,Coimbatore,0.6399999999999999,0.6962025316455696,0.8369565217391305,0.710327462850853
Firecraft by Rajhans,3.9,100,36,1,0,1,0,0,0,Bhopal,0.5999999999999999,0.8860759493670886,0.8369565217391305,0.7283021463951569
Fires & Flavours,3.8,250,57,0,0,1,0,0,0,Guwahati,0.5599999999999998,0.6962025316455696,0.7228260869565217,0.6360883324160703
Firewood Pizza,3.6,150,38,0,0,1,0,0,0,Jaipur,0.48,0.8227848101265822,0.8260869565217391,0.6523830489818382
Firni's,4.3,100,41,0,0,0,0,0,0,Kolkata,0.7599999999999998,0.8860759493670886,0.8097826086956522,0.8001499724821133
Firoz Biryani,4.0,150,45,0,1,0,0,1,0,Kharagpur,0.6399999999999999,0.8227848101265822,0.7880434782608696,0.7209700055035773
Firoz Hotel Chicken Biryani Counter,4.2,100,19,0,0,0,0,1,0,Jaipur,0.72,0.8860759493670886,0.9293478260869565,0.8160195376995047
First Innings Multicuisine Restaurant - The Stadel,4.2,300,41,0,1,0,0,0,0,Kolkata,0.72,0.6329113924050633,0.8097826086956522,0.7295170610897084
Fish & Chips,2.9,150,35,0,0,1,0,0,0,Vijayawada,0.19999999999999996,0.8227848101265822,0.8423913043478262,0.5172743533296642
Fish Bowl,3.5,100,32,0,1,0,0,0,0,Mysore,0.43999999999999995,0.8860759493670886,0.8586956521739131,0.6548238855255917
Fish Curry On,3.3,100,22,0,1,0,1,0,0,Gorakhpur,0.3599999999999999,0.8860759493670886,0.9130434782608696,0.6311282333516786
Fish Curry Rice,4.3,50,27,0,0,0,0,0,0,Pune,0.7599999999999998,0.9493670886075949,0.8858695652173914,0.8356342872867363
Fish Land,4.1,200,19,1,0,0,0,0,0,Mangalore,0.6799999999999997,0.759493670886076,0.9293478260869565,0.770703082003302
Fish Land,4.1,300,19,0,1,0,0,1,0,Mysore,0.6799999999999997,0.6329113924050633,0.9293478260869565,0.7453866263070994
Fish N Life,3.7,100,37,1,0,1,0,0,0,Tirunelveli,0.52,0.8860759493670886,0.8315217391304348,0.6866717116125483
Fish Tish,4.1,300,34,0,0,1,0,0,0,Kolkata,0.6799999999999997,0.6329113924050633,0.8478260869565217,0.720930104567969
Fishland,4.1,150,60,0,1,0,0,1,0,Hyderabad,0.6799999999999997,0.8227848101265822,0.7065217391304348,0.7165134837644467
Fishland Express,4.0,200,49,1,1,0,0,1,0,Hyderabad,0.6399999999999999,0.759493670886076,0.7663043478260869,0.7017900385250412
Fit Bit,3.5,200,38,0,0,0,0,0,0,Dehradun,0.43999999999999995,0.759493670886076,0.8260869565217391,0.619724821133737
Fit Bites Nutrition,4.4,150,46,0,0,1,0,0,0,Bhopal,0.8,0.8227848101265822,0.782608695652174,0.7993395707209686
Fit Bowl,4.4,150,37,0,0,0,0,0,0,Chennai,0.8,0.8227848101265822,0.8315217391304348,0.8140134837644469
Fit Food - For Healthy Lifestyle,3.6,100,46,0,0,0,0,1,0,NCR,0.48,0.8860759493670886,0.782608695652174,0.6519977985690699
Fit Food Company,4.3,100,28,0,0,1,0,0,0,Vijayawada,0.7599999999999998,0.8860759493670886,0.8804347826086957,0.8213456246560262
Fit Food Hub,4.6,150,38,0,0,0,0,0,0,Cuttack,0.8799999999999997,0.8227848101265822,0.8260869565217391,0.852383048981838
Fit Food Shop,4.0,150,30,0,0,0,0,0,0,Bikaner,0.6399999999999999,0.8227848101265822,0.8695652173913043,0.7454265272427076
Fit Fuelz,4.1,100,31,0,0,0,0,0,0,Nagpur,0.6799999999999997,0.8860759493670886,0.8641304347826086,0.7764543203082002
Fit Fusion,4.0,100,38,0,0,1,1,0,0,Bhopal,0.6399999999999999,0.8860759493670886,0.8260869565217391,0.7450412768299395
Fitness Meals,4.4,100,51,0,0,0,0,0,0,Kanpur,0.8,0.8860759493670886,0.7554347826086957,0.8038456246560264
Five Box,4.0,200,39,0,1,0,0,0,0,Chandigarh,0.6399999999999999,0.759493670886076,0.8206521739130435,0.7180943863511282
Five Elements,4.0,300,49,0,1,0,0,1,0,Indore,0.6399999999999999,0.6329113924050633,0.7663043478260869,0.6764735828288386
Five Elements Resto Cafe,4.0,400,22,1,1,1,0,1,0,Vijayawada,0.6399999999999999,0.5063291139240507,0.9130434782608696,0.695178866263071
Five Star,3.9,200,28,0,0,1,0,0,0,Hyderabad,0.5999999999999999,0.759493670886076,0.8804347826086957,0.7160291689598238
Five Star,4.0,200,34,0,0,1,0,0,0,Nellore,0.6399999999999999,0.759493670886076,0.8478260869565217,0.7262465602641717
Five Star,4.3,200,34,0,0,1,0,0,0,Belgaum,0.7599999999999998,0.759493670886076,0.8478260869565217,0.7862465602641716
Five Star & Koli Hut,4.0,150,42,0,0,1,0,0,0,Warangal,0.6399999999999999,0.8227848101265822,0.8043478260869565,0.7258613098514033
Five Star Chicken,3.1,350,27,0,0,1,0,0,0,Salem,0.28,0.5696202531645569,0.8858695652173914,0.5196849201981288
