restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,norm_rating,norm_price,norm_delivery_time,Score
Curry Leaf,4.2,100,26,1,1,1,1,0,0,Allahabad,0.72,0.8860759493670886,0.8913043478260869,0.8046064942212439
Curry Leaf,4.2,100,33,1,0,0,0,0,0,Lucknow,0.72,0.8860759493670886,0.8532608695652174,0.793193450742983
Curry Leaf,4.2,150,33,1,1,0,0,0,0,Haridwar,0.72,0.8227848101265822,0.8532608695652174,0.7805352228948816
Curry Leaves,4.0,100,36,0,1,1,0,0,0,Nashik,0.6399999999999999,0.8860759493670886,0.8369565217391305,0.7483021463951569
Curry Leaves Bhavan,4.1,350,26,1,0,0,1,0,0,Nashik,0.6799999999999997,0.5696202531645569,0.8913043478260869,0.7213153549807372
Curry On Restaurant,4.1,100,27,0,1,0,0,0,0,Gorakhpur,0.6799999999999997,0.8860759493670886,0.8858695652173914,0.782976059438635
Curry Palette,3.6,150,31,0,1,0,0,0,0,Sangli,0.48,0.8227848101265822,0.8641304347826086,0.663796092460099
Curry Patta,4.2,200,47,1,0,1,0,0,0,Agra,0.72,0.759493670886076,0.7771739130434783,0.7450509080902586
Curry Soru,3.4,100,34,1,0,0,0,0,0,Puducherry,0.3999999999999999,0.8860759493670886,0.8478260869565217,0.6315630159603742
Curry Soru,3.4,200,24,1,0,0,0,0,0,Puducherry,0.3999999999999999,0.759493670886076,0.9021739130434783,0.6225509080902587
Curry Up,4.2,100,29,0,1,0,0,1,0,Bhubaneswar,0.72,0.8860759493670886,0.875,0.7997151898734178
Curry's,4.1,200,37,0,1,1,0,1,0,Chandigarh,0.6799999999999997,0.759493670886076,0.8315217391304348,0.7413552559163455
Curry's N Fry's,3.6,200,25,0,1,0,0,1,0,Trivandrum,0.48,0.759493670886076,0.8967391304347826,0.66092047330765
Custom Bakery,2.7,150,25,0,0,0,0,0,1,Bareilly,0.1200000000000001,0.8227848101265822,0.8967391304347826,0.49357870115575125
Custom Bakery,3.2,250,41,0,0,0,0,0,1,Lucknow,0.32000000000000006,0.6962025316455696,0.8097826086956522,0.5421752889378096
Custom Bakery,3.7,150,32,0,0,0,0,0,1,Agra,0.52,0.8227848101265822,0.8586956521739131,0.6821656576774904
Cut The Damn Cake,4.2,100,44,0,0,0,0,0,1,Guwahati,0.72,0.8860759493670886,0.7934782608695652,0.7752586681342872
Cutiepie,4.3,150,40,0,0,0,0,0,1,Alappuzha,0.7599999999999998,0.8227848101265822,0.8152173913043479,0.7891221794166207
Cuttack Biriyani,3.3,250,22,0,0,0,1,1,0,Cuttack,0.3599999999999999,0.6962025316455696,0.9130434782608696,0.5931535498073748
Cutting Chay,4.2,350,27,0,0,1,1,0,0,Ahmedabad,0.72,0.5696202531645569,0.8858695652173914,0.7396849201981288
CVR Noodles,3.7,150,30,0,0,0,0,0,0,Nellore,0.52,0.8227848101265822,0.8695652173913043,0.6854265272427078
CVS Burger,3.9,300,40,0,0,1,0,0,0,Ranchi,0.5999999999999999,0.6329113924050633,0.8152173913043479,0.6711474958723169
CVS Cafe,3.7,100,46,0,0,1,0,0,0,Ranchi,0.52,0.8860759493670886,0.782608695652174,0.6719977985690699
Cyber Katta Chinese Corner,3.0,150,37,0,0,1,0,0,0,Nashik,0.24,0.8227848101265822,0.8315217391304348,0.5340134837644469
Cygnett Lite Ramachandra,4.3,300,36,0,1,1,0,1,0,Visakhapatnam,0.7599999999999998,0.6329113924050633,0.8369565217391305,0.7576692350027516
Cygnett Style Tania's,3.5,200,41,0,1,0,0,0,0,Siliguri,0.43999999999999995,0.759493670886076,0.8097826086956522,0.6148335167859109
Cymbrella's The Bake Town,3.4,50,21,0,0,0,0,0,1,Nashik,0.3999999999999999,0.9493670886075949,0.9184782608695652,0.6654168959823885
D 14 Dessert Corner,3.9,300,29,0,0,1,0,0,1,Tirunelveli,0.5999999999999999,0.6329113924050633,0.875,0.6890822784810127
D 3,4.3,250,39,0,1,1,0,1,0,Dhanbad,0.7599999999999998,0.6962025316455696,0.8206521739130435,0.7654361585030268
D' Backyard Tree,4.0,150,55,0,1,1,0,0,0,Guwahati,0.6399999999999999,0.8227848101265822,0.7336956521739131,0.7046656576774903
D Burger N' Bite,4.2,200,24,0,0,1,0,0,0,Jabalpur,0.72,0.759493670886076,0.9021739130434783,0.7825509080902587
D Buzz,3.6,200,44,0,1,0,0,0,0,Chandigarh,0.48,0.759493670886076,0.7934782608695652,0.6299422124380848
D Damodar Mithaiwala,4.3,200,18,0,0,0,1,0,0,Mumbai,0.7599999999999998,0.759493670886076,0.9347826086956522,0.8123335167859108
D Eatery,3.7,200,30,0,1,1,0,1,0,Patna,0.52,0.759493670886076,0.8695652173913043,0.6727682993946066
D F Chettinad Restaurant,3.4,200,42,1,0,0,0,0,0,Coimbatore,0.3999999999999999,0.759493670886076,0.8043478260869565,0.5932030820033021
D Food Court,4.0,150,35,0,0,0,0,1,0,Thrissur,0.6399999999999999,0.8227848101265822,0.8423913043478262,0.7372743533296642
D' Food Hub - Veg & Non Veg Restaurant,3.9,200,25,0,1,1,1,1,0,Kota,0.5999999999999999,0.759493670886076,0.8967391304347826,0.7209204733076499
D Foodie,3.3,250,46,0,1,1,1,1,0,Guwahati,0.3599999999999999,0.6962025316455696,0.782608695652174,0.554023115024766
D For Dosa,3.9,200,35,1,0,0,0,0,0,Bhopal,0.5999999999999999,0.759493670886076,0.8423913043478262,0.7046161254815629
D' Granary Restaurant,4.3,150,35,0,1,1,1,1,0,Gorakhpur,0.7599999999999998,0.8227848101265822,0.8423913043478262,0.7972743533296642
D Healthy Hobbit,3.6,150,43,0,0,1,0,0,0,Surat,0.48,0.8227848101265822,0.7989130434782609,0.6442308750687946
D Kitchen,3.4,300,27,0,0,0,0,1,0,Visakhapatnam,0.3999999999999999,0.6329113924050633,0.8858695652173914,0.59234314804623
D Lite Frankies And Foods,3.8,350,51,0,1,1,0,1,0,Hyderabad,0.5599999999999998,0.5696202531645569,0.7554347826086957,0.62055448541552
D live Rasoi,4.0,100,26,1,1,0,0,1,0,Aligarh,0.6399999999999999,0.8860759493670886,0.8913043478260869,0.7646064942212438
D Lunch Time,4.3,150,46,0,1,0,0,0,0,Agra,0.7599999999999998,0.8227848101265822,0.782608695652174,0.7793395707209685
D Magic Bowl,3.6,250,45,0,1,0,1,0,0,Guwahati,0.48,0.6962025316455696,0.7880434782608696,0.6156535498073747
D Pizza Club,4.0,250,42,0,0,1,0,0,0,Lucknow,0.6399999999999999,0.6962025316455696,0.8043478260869565,0.7005448541552007
D' Pizza Point,4.0,50,41,0,0,1,0,0,0,Lucknow,0.6399999999999999,0.9493670886075949,0.8097826086956522,0.7528082003302147
D Streat Cafe,4.0,200,41,0,0,0,1,0,0,NCR,0.6399999999999999,0.759493670886076,0.8097826086956522,0.7148335167859109
D Whirl Street,4.2,200,51,0,0,1,0,0,0,Hyderabad,0.72,0.759493670886076,0.7554347826086957,0.7385291689598239
D.R Biriyani Sivaji Kadai,4.1,100,42,1,0,0,1,1,0,Coimbatore,0.6799999999999997,0.8860759493670886,0.8043478260869565,0.7585195376995046
D.R. Biriyani,4.1,150,34,1,0,0,1,1,0,Coimbatore,0.6799999999999997,0.8227848101265822,0.8478260869565217,0.7589047881122728
D.R. Mysure and Fancy Dhosa,3.9,150,41,1,0,0,0,0,0,Surat,0.5999999999999999,0.8227848101265822,0.8097826086956522,0.7074917446340121
D’ Hoot Cafe & Kitchen,4.1,150,42,0,1,0,0,1,0,Patna,0.6799999999999997,0.8227848101265822,0.8043478260869565,0.7458613098514033
D16,3.8,300,27,0,1,0,0,0,0,Durgapur,0.5599999999999998,0.6329113924050633,0.8858695652173914,0.67234314804623
D2 Cafe N Bites,3.9,50,26,0,0,1,0,0,0,Puducherry,0.5999999999999999,0.9493670886075949,0.8913043478260869,0.757264722069345
D2i Restaurant,3.7,100,48,0,1,0,0,0,0,Indore,0.52,0.8860759493670886,0.7717391304347826,0.6687369290038525
D2night,3.9,100,36,0,1,0,0,1,0,Gorakhpur,0.5999999999999999,0.8860759493670886,0.8369565217391305,0.7283021463951569
D3's Cafe & Bakers,4.1,100,23,0,0,1,0,0,1,Gorakhpur,0.6799999999999997,0.8860759493670886,0.907608695652174,0.7894977985690699
D7 Fast Food,4.1,150,27,0,0,0,1,0,0,Jalandhar,0.6799999999999997,0.8227848101265822,0.8858695652173914,0.7703178315905337
Da Cafe Blue,3.3,400,36,0,0,1,0,0,0,Jodhpur,0.3599999999999999,0.5063291139240507,0.8369565217391305,0.5323527793065492
DA Cake Town,4.1,150,46,0,0,0,0,0,1,Kolkata,0.6799999999999997,0.8227848101265822,0.782608695652174,0.7393395707209685
Da Chinese House,4.1,100,29,0,0,1,0,0,0,Mysore,0.6799999999999997,0.8860759493670886,0.875,0.7797151898734176
Da Food Plant & Restaurant,3.5,100,45,0,0,1,0,0,0,Amritsar,0.43999999999999995,0.8860759493670886,0.7880434782608696,0.6336282333516785
Da Italian Pizza,3.7,400,41,0,0,1,0,0,0,Chandigarh,0.52,0.5063291139240507,0.8097826086956522,0.6042006053935057
Da Love Bite Pizza,3.9,150,25,0,0,1,0,0,0,Dehradun,0.5999999999999999,0.8227848101265822,0.8967391304347826,0.7335787011557511
Da Moon Light Pizza,3.4,100,29,0,0,1,0,0,0,Dehradun,0.3999999999999999,0.8860759493670886,0.875,0.6397151898734177
Da Pizza Planet,4.0,150,33,0,0,1,0,0,0,Vadodara,0.6399999999999999,0.8227848101265822,0.8532608695652174,0.7405352228948816
Da Pizza Point,3.6,150,50,0,0,1,0,0,0,Ludhiana,0.48,0.8227848101265822,0.7608695652173914,0.6328178315905338
Da Pizzeria House,3.3,100,29,0,0,1,0,0,0,Gaya,0.3599999999999999,0.8860759493670886,0.875,0.6197151898734177
Daal Makhani's Amritsari Dhaba,4.0,100,34,0,1,0,0,0,0,Jaipur,0.6399999999999999,0.8860759493670886,0.8478260869565217,0.7515630159603741
Daal Roti,3.7,250,45,0,1,0,1,0,0,Bikaner,0.52,0.6962025316455696,0.7880434782608696,0.6356535498073748
Daana Paani,4.0,100,51,0,1,0,0,0,0,Kolkata,0.6399999999999999,0.8860759493670886,0.7554347826086957,0.7238456246560263
Daarchin,3.9,100,36,0,1,0,0,1,0,Jabalpur,0.5999999999999999,0.8860759493670886,0.8369565217391305,0.7283021463951569
Daawat,3.8,100,48,0,1,0,0,1,0,Ranchi,0.5599999999999998,0.8860759493670886,0.7717391304347826,0.6887369290038525
Daawat,4.2,200,33,0,1,1,0,1,0,Amritsar,0.72,0.759493670886076,0.8532608695652174,0.7678769950467804
Daawat - E - Noor,3.8,100,25,0,1,0,0,1,0,Bhopal,0.5599999999999998,0.8860759493670886,0.8967391304347826,0.7262369290038524
Daawat Biryani,4.1,150,28,0,1,0,0,1,0,Allahabad,0.6799999999999997,0.8227848101265822,0.8804347826086957,0.768687396807925
Daawat Inn Family Restaurant,3.7,100,45,1,1,1,0,1,0,Ranchi,0.52,0.8860759493670886,0.7880434782608696,0.6736282333516785
Daawat-E-Khaas,4.2,200,29,0,1,0,0,1,0,Ahmedabad,0.72,0.759493670886076,0.875,0.7743987341772153
Dabba Delight,3.6,100,45,0,1,0,0,0,0,Udaipur,0.48,0.8860759493670886,0.7880434782608696,0.6536282333516785
Dabba Garam,4.3,200,21,0,1,0,0,0,0,Mumbai,0.7599999999999998,0.759493670886076,0.9184782608695652,0.8074422124380847
Dabba Wali,3.9,150,63,0,0,0,1,0,0,Kolkata,0.5999999999999999,0.8227848101265822,0.6902173913043479,0.6716221794166207
Dabbawala Biryani,4.0,200,22,0,0,0,0,1,0,Vijayawada,0.6399999999999999,0.759493670886076,0.9130434782608696,0.7458117776554761
Dabboo Dalsev,4.1,350,15,0,0,0,1,0,1,Aligarh,0.6799999999999997,0.5696202531645569,0.9510869565217391,0.7392501375894329
Dabbu Veg,4.1,250,31,0,1,0,0,1,0,Lucknow,0.6799999999999997,0.6962025316455696,0.8641304347826086,0.7384796367638963
Dabeli Wale,4.0,50,32,0,0,0,1,0,0,Rajkot,0.6399999999999999,0.9493670886075949,0.8586956521739131,0.7674821133736929
Dac Denils Burger,3.9,200,48,0,0,0,0,0,0,Mumbai,0.5999999999999999,0.759493670886076,0.7717391304347826,0.68342047330765
DacDenil's Burger,3.7,100,26,0,0,1,0,0,0,Sangli,0.52,0.8860759493670886,0.8913043478260869,0.7046064942212438
Dad Of Burger,3.5,150,30,0,0,1,0,0,0,Lucknow,0.43999999999999995,0.8227848101265822,0.8695652173913043,0.6454265272427078
Dada Boudi Biryani 2,4.1,100,30,0,0,0,0,1,0,Kharagpur,0.6799999999999997,0.8860759493670886,0.8695652173913043,0.778084755090809
Dada Boudi Restaurant Kalighat,3.7,100,45,0,1,0,0,1,0,Kolkata,0.52,0.8860759493670886,0.7880434782608696,0.6736282333516785
Dada Boudir Hotel,4.0,100,28,0,1,0,0,0,0,Haridwar,0.6399999999999999,0.8860759493670886,0.8804347826086957,0.7613456246560264
Dada Haji Biryani,4.0,250,27,0,0,0,0,1,0,Siliguri,0.6399999999999999,0.6962025316455696,0.8858695652173914,0.7250013758943312
Dadar Social,4.2,200,40,0,1,0,0,1,0,Mumbai,0.72,0.759493670886076,0.8152173913043479,0.7564639515685195
Dada's Cafe,4.1,100,51,1,0,0,0,0,0,Varanasi,0.6799999999999997,0.8860759493670886,0.7554347826086957,0.7438456246560263
Dada's Kitchen,3.9,100,39,1,1,1,0,0,0,Rishikesh,0.5999999999999999,0.8860759493670886,0.8206521739130435,0.7234108420473306
Daddies,4.2,100,46,0,0,1,0,0,0,Siliguri,0.72,0.8860759493670886,0.782608695652174,0.7719977985690698
Daddy Plz,3.8,100,49,1,1,1,0,0,0,Agra,0.5599999999999998,0.8860759493670886,0.7663043478260869,0.6871064942212437
Daddy Plz Dosa,3.7,150,57,1,0,1,0,0,0,Agra,0.52,0.8227848101265822,0.7228260869565217,0.641404788112273
Daddy Plz Pizza,3.7,200,47,0,0,1,0,0,0,Agra,0.52,0.759493670886076,0.7771739130434783,0.6450509080902587
Daddy’s Grill by Robin’s Cafe,3.8,250,27,0,0,1,0,0,0,Aligarh,0.5599999999999998,0.6962025316455696,0.8858695652173914,0.6850013758943312
Daddy's Cake,3.8,350,34,0,0,0,0,0,1,Surat,0.5599999999999998,0.5696202531645569,0.8478260869565217,0.6482718767198679
Daddy's Cake Live Cake,4.3,300,41,0,0,0,0,0,0,Surat,0.7599999999999998,0.6329113924050633,0.8097826086956522,0.7495170610897082
Daddy's Chicken,4.1,150,46,0,0,1,0,0,0,Allahabad,0.6799999999999997,0.8227848101265822,0.782608695652174,0.7393395707209685
Daddy's Fried Potato,3.5,250,32,0,0,1,1,0,0,Indore,0.43999999999999995,0.6962025316455696,0.8586956521739131,0.6168492019812878
Daddy's Kitchen,3.6,50,35,0,1,0,0,0,0,Kolhapur,0.48,0.9493670886075949,0.8423913043478262,0.6825908090258668
Daddy's Restaurant Since 1988,3.9,200,46,0,1,0,0,1,0,Dehradun,0.5999999999999999,0.759493670886076,0.782608695652174,0.6866813428728673
Daddy'z,3.9,200,38,0,1,0,0,0,0,Darbhanga,0.5999999999999999,0.759493670886076,0.8260869565217391,0.6997248211337369
Dadi Ki Rasoi,3.8,200,31,0,1,0,0,0,0,Kanpur,0.5599999999999998,0.759493670886076,0.8641304347826086,0.6911378646119978
Dadi Maa Nu Khichu,4.0,150,28,0,0,0,0,0,0,Surat,0.6399999999999999,0.8227848101265822,0.8804347826086957,0.7486873968079251
Dadi Nani Ki Rasoi,4.0,150,38,0,1,0,0,0,0,Ujjain,0.6399999999999999,0.8227848101265822,0.8260869565217391,0.7323830489818381
Dads Biryani,3.6,50,42,0,0,0,0,1,0,Indore,0.48,0.9493670886075949,0.8043478260869565,0.6711777655476059
Dadu Dayal Sweets,4.3,200,23,0,0,0,1,0,0,Jaipur,0.7599999999999998,0.759493670886076,0.907608695652174,0.8041813428728674
Dadu's,4.3,300,39,0,0,0,1,0,1,Hyderabad,0.7599999999999998,0.6329113924050633,0.8206521739130435,0.7527779306549256
Dadu's Sweet Emporio,4.5,200,28,0,0,0,1,0,0,Pune,0.8399999999999999,0.759493670886076,0.8804347826086957,0.8360291689598238
Daebak Cafe - Delight In Every Bite,4.2,100,46,0,0,0,0,0,0,NCR,0.72,0.8860759493670886,0.782608695652174,0.7719977985690698
Dahi Ke Sholay,4.3,100,49,0,0,0,1,0,0,NCR,0.7599999999999998,0.8860759493670886,0.7663043478260869,0.7871064942212438
Dahiya Momos,4.3,200,35,0,0,0,0,0,0,Nagpur,0.7599999999999998,0.759493670886076,0.8423913043478262,0.784616125481563
Dahu Ram Ji Cakes & Snacks,3.8,100,20,0,0,0,0,0,1,Gaya,0.5599999999999998,0.8860759493670886,0.9239130434782609,0.7343891029168959
Daichi,3.9,300,26,0,1,1,0,1,0,Lucknow,0.5999999999999999,0.6329113924050633,0.8913043478260869,0.6939735828288387
Daily Bhoj,3.7,300,38,0,0,0,0,0,0,Kolkata,0.52,0.6329113924050633,0.8260869565217391,0.6344083654375344
Daily Chicken Point,4.1,150,29,0,1,0,0,0,0,Dehradun,0.6799999999999997,0.8227848101265822,0.875,0.7670569620253163
Daily Delight,3.8,100,37,0,1,0,1,0,0,Raipur,0.5599999999999998,0.8860759493670886,0.8315217391304348,0.706671711612548
Daily Diet,4.0,150,30,0,0,0,1,0,0,Rajkot,0.6399999999999999,0.8227848101265822,0.8695652173913043,0.7454265272427076
Daily Dose,4.0,150,44,0,0,1,0,0,0,Raipur,0.6399999999999999,0.8227848101265822,0.7934782608695652,0.722600440286186
Daily Dose,4.1,100,35,0,0,1,0,0,0,Jalandhar,0.6799999999999997,0.8860759493670886,0.8423913043478262,0.7699325811777655
Daily Fix,4.0,200,37,0,0,1,0,0,0,Vadodara,0.6399999999999999,0.759493670886076,0.8315217391304348,0.7213552559163456
Daily Fresh Juice Land,3.3,100,29,0,0,0,0,0,0,Vellore,0.3599999999999999,0.8860759493670886,0.875,0.6197151898734177
Daily Healthy Rasoi,3.8,100,46,0,1,0,0,0,0,Chandigarh,0.5599999999999998,0.8860759493670886,0.782608695652174,0.6919977985690697
Daily Kitchen - Homestyle Meals,3.3,50,30,0,1,0,0,0,0,Pune,0.3599999999999999,0.9493670886075949,0.8695652173913043,0.6307429829389102
Daily Kitchen - Homestyle Meals,3.9,200,30,0,1,0,0,0,0,Mumbai,0.5999999999999999,0.759493670886076,0.8695652173913043,0.7127682993946064
Daily Sushi,4.4,250,29,0,0,0,0,0,0,Bangalore,0.8,0.6962025316455696,0.875,0.801740506329114
Dailycious Chowpatty,4.0,200,46,0,1,0,0,1,0,Dhanbad,0.6399999999999999,0.759493670886076,0.782608695652174,0.7066813428728673
Dainties Ice Cream Co.,4.0,100,25,0,0,0,0,0,0,Dehradun,0.6399999999999999,0.8860759493670886,0.8967391304347826,0.7662369290038524
Dainty Fork And Spoon Restaurant,4.1,300,38,0,1,1,0,0,0,Ludhiana,0.6799999999999997,0.6329113924050633,0.8260869565217391,0.7144083654375343
Dainty's Afresh,4.0,150,34,0,0,1,0,0,1,Coimbatore,0.6399999999999999,0.8227848101265822,0.8478260869565217,0.7389047881122729
Dairy Day Ice Creams & Frozen Desserts,4.0,300,22,0,0,0,0,0,0,Bangalore,0.6399999999999999,0.6329113924050633,0.9130434782608696,0.7204953219592736
Dairy Den,3.2,150,32,0,0,0,0,0,0,Rajkot,0.32000000000000006,0.8227848101265822,0.8586956521739131,0.5821656576774904
Dairy Don,3.8,100,37,0,0,0,0,0,0,Indore,0.5599999999999998,0.8860759493670886,0.8315217391304348,0.706671711612548
Dairy Don,3.9,100,28,0,0,0,0,0,0,Surat,0.5999999999999999,0.8860759493670886,0.8804347826086957,0.7413456246560264
Dairy Don,3.9,100,44,0,0,0,0,0,0,Mumbai,0.5999999999999999,0.8860759493670886,0.7934782608695652,0.7152586681342872
Dairy Don,4.1,350,37,0,0,0,0,0,0,Surat,0.6799999999999997,0.5696202531645569,0.8315217391304348,0.7033805723720417
Dairy Don,4.3,150,25,0,0,0,0,0,0,Rajkot,0.7599999999999998,0.8227848101265822,0.8967391304347826,0.8135787011557511
Dairy Don,4.6,150,18,0,0,0,0,0,0,Nashik,0.8799999999999997,0.8227848101265822,0.9347826086956522,0.8849917446340119
Dairy Dot Ice Cream,3.0,200,23,0,0,0,0,0,0,Rajkot,0.24,0.759493670886076,0.907608695652174,0.5441813428728675
Dairy Ramji Ki,4.3,50,26,0,0,0,0,0,0,Bikaner,0.7599999999999998,0.9493670886075949,0.8913043478260869,0.8372647220693449
Dairy World,4.3,200,29,0,0,0,0,0,0,Surat,0.7599999999999998,0.759493670886076,0.875,0.7943987341772151
Daksh Fast Food,3.7,150,38,0,0,1,1,0,0,Ludhiana,0.52,0.8227848101265822,0.8260869565217391,0.6723830489818382
Dakshin - The Real Taste of South India,3.8,100,38,1,1,0,0,0,0,Indore,0.5599999999999998,0.8860759493670886,0.8260869565217391,0.7050412768299394
Dakshin Purely South,4.0,150,40,1,0,0,0,0,0,Surat,0.6399999999999999,0.8227848101265822,0.8152173913043479,0.7291221794166207
DaKshin SaGar,4.3,200,39,1,0,0,0,0,0,Moradabad,0.7599999999999998,0.759493670886076,0.8206521739130435,0.7780943863511282
Dakshin Swaad,4.2,150,22,1,0,1,0,0,0,Raipur,0.72,0.8227848101265822,0.9130434782608696,0.7984700055035774
Dakshinayan,4.4,50,23,1,0,0,0,0,0,Ahmedabad,0.8,0.9493670886075949,0.907608695652174,0.8621560264171712
Dal Bafla Surma,4.3,100,31,0,0,0,0,0,0,Indore,0.7599999999999998,0.8860759493670886,0.8641304347826086,0.8164543203082002
Dal Bati,4.0,100,28,0,0,0,0,0,0,Surat,0.6399999999999999,0.8860759493670886,0.8804347826086957,0.7613456246560264
Dal Bati Surma,4.1,200,37,0,0,1,0,0,0,Indore,0.6799999999999997,0.759493670886076,0.8315217391304348,0.7413552559163455
Dal Chini,4.0,200,41,0,1,0,0,0,0,Jabalpur,0.6399999999999999,0.759493670886076,0.8097826086956522,0.7148335167859109
Dal Fullka,3.8,200,34,1,1,0,0,0,0,Chandigarh,0.5599999999999998,0.759493670886076,0.8478260869565217,0.6862465602641716
Dal Khichdi,3.6,300,34,0,1,0,0,0,0,Indore,0.48,0.6329113924050633,0.8478260869565217,0.6209301045679692
Dal Roti,4.0,200,26,1,1,0,1,0,0,Kanpur,0.6399999999999999,0.759493670886076,0.8913043478260869,0.7392900385250413
Dal Roti & Co.,3.8,250,30,0,1,0,0,0,0,Ludhiana,0.5599999999999998,0.6962025316455696,0.8695652173913043,0.680110071546505
Dalchini,3.5,350,45,0,1,1,0,0,0,Kolkata,0.43999999999999995,0.5696202531645569,0.7880434782608696,0.5703370941111723
Dalchini,4.1,50,23,0,1,1,0,0,0,Sangli,0.6799999999999997,0.9493670886075949,0.907608695652174,0.8021560264171711
Dalchini Bar And Restaurant,3.6,100,25,0,1,1,0,1,0,Dehradun,0.48,0.8860759493670886,0.8967391304347826,0.6862369290038526
Dalchini Indian Restaurant,4.0,150,43,0,1,0,0,0,0,Dharamshala,0.6399999999999999,0.8227848101265822,0.7989130434782609,0.7242308750687947
Dalchini Multi Cuisine Restaurant,3.6,200,32,0,1,0,0,1,0,Visakhapatnam,0.48,0.759493670886076,0.8586956521739131,0.6495074298293891
Dale's Eden,4.3,300,37,0,0,1,1,0,1,Mumbai,0.7599999999999998,0.6329113924050633,0.8315217391304348,0.756038800220143
Dalhousie Food Point,3.5,400,27,0,1,0,0,0,0,Patiala,0.43999999999999995,0.5063291139240507,0.8858695652173914,0.5870266923500275
Dali - The Art Cafe,4.1,100,38,0,0,0,0,0,0,Nagpur,0.6799999999999997,0.8860759493670886,0.8260869565217391,0.7650412768299393
Dalurams,4.0,200,26,0,0,0,1,0,0,Jabalpur,0.6399999999999999,0.759493670886076,0.8913043478260869,0.7392900385250413
Dama Maharaj Sweets,3.6,100,29,1,1,0,1,0,0,Cuttack,0.48,0.8860759493670886,0.875,0.6797151898734177
Damas Food Junction,4.0,100,29,0,1,0,0,1,0,Cuttack,0.6399999999999999,0.8860759493670886,0.875,0.7597151898734178
Damenzos Pizza,3.7,350,39,0,0,1,0,0,0,Gorakhpur,0.52,0.5696202531645569,0.8206521739130435,0.6201197028068244
Damenzos Pizza,3.8,200,40,0,0,1,0,0,0,Gorakhpur,0.5599999999999998,0.759493670886076,0.8152173913043479,0.6764639515685195
Damenzo's Pizza,3.7,150,46,0,0,1,0,0,0,Ludhiana,0.52,0.8227848101265822,0.782608695652174,0.6593395707209686
Dami Momo,3.9,50,39,0,0,1,0,0,0,Siliguri,0.5999999999999999,0.9493670886075949,0.8206521739130435,0.736069069895432
Dami Momo 2,3.4,50,42,0,0,1,0,0,0,Siliguri,0.3999999999999999,0.9493670886075949,0.8043478260869565,0.6311777655476059
Damir Fried Chicken And Family Circle,3.6,100,52,0,1,1,0,1,0,Mangalore,0.48,0.8860759493670886,0.75,0.6422151898734176
Damn,4.2,250,35,0,0,1,0,0,0,Raipur,0.72,0.6962025316455696,0.8423913043478262,0.7519578976334617
Damxung Noodles & Dumpling,3.2,300,45,0,0,0,0,0,0,Bhopal,0.32000000000000006,0.6329113924050633,0.7880434782608696,0.5229953219592736
Dana Choga,4.4,200,71,0,1,0,0,0,0,Delhi NCR,0.8,0.759493670886076,0.6467391304347826,0.74592047330765
Dana Paani,3.5,150,33,0,1,0,0,1,0,NCR,0.43999999999999995,0.8227848101265822,0.8532608695652174,0.6405352228948816
Dana Paani,3.6,100,41,0,1,0,0,0,0,Chandigarh,0.48,0.8860759493670886,0.8097826086956522,0.6601499724821134
Dana Paani Non-Veg,3.4,400,36,0,1,1,0,1,0,Chandigarh,0.3999999999999999,0.5063291139240507,0.8369565217391305,0.5523527793065492
Dana Paani Punjabi Dhaba,4.1,100,33,0,1,1,0,0,0,Chandigarh,0.6799999999999997,0.8860759493670886,0.8532608695652174,0.7731934507429827
Dana Pani,4.0,200,43,1,1,1,0,0,0,Jaipur,0.6399999999999999,0.759493670886076,0.7989130434782609,0.7115726472206935
Dana Pani Family Restaurant,3.8,200,32,0,1,0,0,1,0,Dehradun,0.5599999999999998,0.759493670886076,0.8586956521739131,0.6895074298293891
Dana Pani Restaurant,4.0,200,33,0,1,0,0,0,0,Dehradun,0.6399999999999999,0.759493670886076,0.8532608695652174,0.7278769950467804
Dana Pani Saoji Family Restaurant,3.6,150,33,0,1,0,0,1,0,Nagpur,0.48,0.8227848101265822,0.8532608695652174,0.6605352228948816
Danaram Bakers and Fast food,4.0,100,36,0,0,1,0,0,0,Gorakhpur,0.6399999999999999,0.8860759493670886,0.8369565217391305,0.7483021463951569
Danaram Cake Factory,3.8,150,33,0,0,0,0,0,0,Gorakhpur,0.5599999999999998,0.8227848101265822,0.8532608695652174,0.7005352228948816
Danaram Fast Food Restaurant,3.5,100,38,1,1,1,1,0,0,Gorakhpur,0.43999999999999995,0.8860759493670886,0.8260869565217391,0.6450412768299394
Danaram Sindhi Hotel,3.6,100,18,0,1,0,1,1,0,Gorakhpur,0.48,0.8860759493670886,0.9347826086956522,0.6976499724821135
Danaram Soya Chaap corner,3.4,100,35,0,1,0,0,0,0,Gorakhpur,0.3999999999999999,0.8860759493670886,0.8423913043478262,0.6299325811777655
Dancing Noodles,4.3,100,43,0,1,0,0,1,0,Patna,0.7599999999999998,0.8860759493670886,0.7989130434782609,0.7968891029168959
Dande Hanuman Chinese Corner,4.4,100,24,0,0,0,1,0,0,Nashik,0.8,0.8860759493670886,0.9021739130434783,0.8478673637864613
Dandigul Food Circle,3.7,150,41,1,0,0,1,1,0,Agra,0.52,0.8227848101265822,0.8097826086956522,0.6674917446340121
